Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
1.2594637870788574	0	5.87896592244	1.88398329484	17.0	3.0	5.87896592244	1.88398329484	5003	5003
2.4800539016723633	1	6.8174386921	3.02522023535	30.0	3.0	6.8174386921	3.02522023535	5004	10007
3.607592821121216	2	7.98245614035	3.4118676027	28.0	4.0	7.98245614035	3.4118676027	5005	15012
4.705657005310059	3	9.44905660377	4.43339056933	37.0	4.0	9.44905660377	4.43339056933	5008	20020
5.795931816101074	4	11.6018518519	6.35695858855	40.0	4.0	11.6018518519	6.35695858855	5012	25032
6.832852840423584	5	12.9637305699	6.68721853855	47.0	4.0	12.9637305699	6.68721853855	5004	30036
7.885354995727539	6	13.0704960836	6.96374359229	48.0	5.0	13.0704960836	6.96374359229	5006	35042
8.934541940689087	7	13.6639344262	7.65400426193	64.0	5.0	13.6639344262	7.65400426193	5001	40043
9.958056926727295	8	13.6721311475	8.03487203895	91.0	4.0	13.6721311475	8.03487203895	5004	45047
10.955473899841309	9	16.0288461538	7.69005776391	49.0	4.0	16.0288461538	7.69005776391	5001	50048
11.934108972549438	10	18.3933823529	10.0767109349	70.0	6.0	18.3933823529	10.0767109349	5003	55051
12.91444993019104	11	19.1724137931	9.4838522532	68.0	5.0	19.1724137931	9.4838522532	5004	60055
13.885284900665283	12	22.2123893805	10.2058037691	69.0	7.0	22.2123893805	10.2058037691	5020	65075
14.857270956039429	13	23.2916666667	10.3643407984	72.0	7.0	23.2916666667	10.3643407984	5031	70106
15.807200908660889	14	25.7783505155	11.9624561041	87.0	6.0	25.7783505155	11.9624561041	5001	75107
16.758383989334106	15	25.7538461538	9.85176923207	60.0	10.0	25.7538461538	9.85176923207	5022	80129
17.707517862319946	16	24.9104477612	11.0093556008	66.0	7.0	24.9104477612	11.0093556008	5007	85136
18.65398383140564	17	25.8608247423	9.84865951108	71.0	8.0	25.8608247423	9.84865951108	5017	90153
19.590885877609253	18	30.2289156627	13.4256769825	103.0	9.0	30.2289156627	13.4256769825	5018	95171
20.522125005722046	19	31.36875	12.6578147181	84.0	11.0	31.36875	12.6578147181	5019	100190
21.460469961166382	20	33.0657894737	13.1822603348	90.0	13.0	33.0657894737	13.1822603348	5026	105216
22.39589500427246	21	32.5032258065	12.9442348326	85.0	14.0	32.5032258065	12.9442348326	5038	110254
23.331434965133667	22	34.0340136054	12.3124929454	74.0	18.0	34.0340136054	12.3124929454	5003	115257
24.330580949783325	23	36.6496350365	13.1046273885	85.0	14.0	36.6496350365	13.1046273885	5021	120278
25.26429796218872	24	35.1048951049	10.6886733637	77.0	18.0	35.1048951049	10.6886733637	5020	125298
26.20796489715576	25	37.7537313433	12.3387731115	85.0	15.0	37.7537313433	12.3387731115	5059	130357
27.139227867126465	26	38.5230769231	11.1280763315	82.0	19.0	38.5230769231	11.1280763315	5008	135365
28.062263011932373	27	41.6198347107	13.4319565896	101.0	15.0	41.6198347107	13.4319565896	5036	140401
28.993525981903076	28	42.1176470588	14.1908814791	97.0	16.0	42.1176470588	14.1908814791	5012	145413
29.924012899398804	29	44.8392857143	14.739132541	99.0	19.0	44.8392857143	14.739132541	5022	150435
30.852110862731934	30	47.641509434	18.3930814922	110.0	21.0	47.641509434	18.3930814922	5050	155485
31.77486491203308	31	47.9714285714	13.9115964938	96.0	21.0	47.9714285714	13.9115964938	5037	160522
32.69546890258789	32	49.431372549	12.9958589211	89.0	26.0	49.431372549	12.9958589211	5042	165564
33.614943981170654	33	53.2978723404	15.7566803038	103.0	28.0	53.2978723404	15.7566803038	5010	170574
34.53234791755676	34	57.9885057471	19.573906072	108.0	23.0	57.9885057471	19.573906072	5045	175619
35.45201086997986	35	63.7594936709	25.3068336145	159.0	27.0	63.7594936709	25.3068336145	5037	180656
36.394989013671875	36	68.6756756757	29.8451445225	200.0	31.0	68.6756756757	29.8451445225	5082	185738
37.326103925704956	37	74.7611940299	22.2483201125	149.0	42.0	74.7611940299	22.2483201125	5009	190747
38.257771015167236	38	76.3333333333	24.1361876765	144.0	43.0	76.3333333333	24.1361876765	5038	195785
39.209290981292725	39	94.1296296296	37.6150316172	226.0	47.0	94.1296296296	37.6150316172	5083	200868
40.155104875564575	40	100.8	45.567532301	270.0	52.0	100.8	45.567532301	5040	205908
41.18428897857666	41	124.441860465	78.7862289719	452.0	48.0	124.441860465	78.7862289719	5351	211259
42.14612579345703	42	135.648648649	71.1573119132	346.0	51.0	135.648648649	71.1573119132	5019	216278
43.15715789794922	43	172.7	85.0898152934	496.0	74.0	172.7	85.0898152934	5181	221459
44.18555188179016	44	173.2	58.0266605392	276.0	46.0	173.2	58.0266605392	5196	226655
45.18165898323059	45	135.5	58.9070409517	273.0	57.0	135.5	58.9070409517	5149	231804
46.13815999031067	46	132.184210526	57.2560524326	311.0	48.0	132.184210526	57.2560524326	5023	236827
47.09654092788696	47	145.742857143	42.9925859769	247.0	60.0	145.742857143	42.9925859769	5101	241928
48.07463097572327	48	157.625	57.3562060722	273.0	62.0	157.625	57.3562060722	5044	246972
49.0752317905426	49	171.0	84.7002558044	472.0	67.0	171.0	84.7002558044	5130	252102
50.0712468624115	50	200.88	95.144656182	493.0	72.0	200.88	95.144656182	5022	257124
51.1110999584198	51	216.666666667	81.7045830348	429.0	87.0	216.666666667	81.7045830348	5200	262324
52.12610483169556	52	213.75	64.603437731	370.0	106.0	213.75	64.603437731	5130	267454
53.14741897583008	53	220.043478261	101.113572934	567.0	113.0	220.043478261	101.113572934	5061	272515
