Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
2.1841700077056885	0	8.60757314974	3.94727005996	30.0	4.0	8.60757314974	3.94727005996	5001	5001
4.099646091461182	1	10.2663934426	4.8403547942	42.0	4.0	10.2663934426	4.8403547942	5010	10011
6.363462924957275	2	12.3522167488	6.40401525156	47.0	4.0	12.3522167488	6.40401525156	5015	15026
8.601521015167236	3	13.4128686327	7.19852871298	46.0	4.0	13.4128686327	7.19852871298	5003	20029
10.545206069946289	4	15.063253012	9.13316340351	78.0	5.0	15.063253012	9.13316340351	5001	25030
12.185846090316772	5	16.3921568627	8.65778979337	59.0	5.0	16.3921568627	8.65778979337	5016	30046
14.146279096603394	6	17.804964539	10.1928693351	83.0	6.0	17.804964539	10.1928693351	5021	35067
15.753226041793823	7	20.9581589958	10.399465224	62.0	5.0	20.9581589958	10.399465224	5009	40076
17.3719220161438	8	23.8523809524	11.9591415143	75.0	7.0	23.8523809524	11.9591415143	5009	45085
18.934571981430054	9	27.9720670391	14.4807443586	94.0	7.0	27.9720670391	14.4807443586	5007	50092
20.346451997756958	10	30.1746987952	15.3348044435	87.0	6.0	30.1746987952	15.3348044435	5009	55101
21.72913408279419	11	31.29375	14.3394546946	87.0	10.0	31.29375	14.3394546946	5007	60108
23.190529108047485	12	32.8181818182	15.9045262468	100.0	10.0	32.8181818182	15.9045262468	5054	65162
25.114654064178467	13	35.75	17.8654195105	110.0	9.0	35.75	17.8654195105	5005	70167
26.66518497467041	14	40.8861788618	18.9179672209	111.0	11.0	40.8861788618	18.9179672209	5029	75196
28.04784393310547	15	44.3185840708	19.4332374189	121.0	17.0	44.3185840708	19.4332374189	5008	80204
29.43639302253723	16	53.2631578947	22.955889292	141.0	13.0	53.2631578947	22.955889292	5060	85264
30.875061988830566	17	51.5	20.723273912	127.0	17.0	51.5	20.723273912	5047	90311
32.473103046417236	18	59.0	25.3826529301	122.0	18.0	59.0	25.3826529301	5074	95385
33.751511096954346	19	63.3924050633	27.0163652801	194.0	17.0	63.3924050633	27.0163652801	5008	100393
35.30446195602417	20	67.9864864865	24.4509952504	185.0	32.0	67.9864864865	24.4509952504	5031	105424
36.90555191040039	21	74.4411764706	28.3810118549	171.0	24.0	74.4411764706	28.3810118549	5062	110486
38.28238797187805	22	76.5151515152	28.5965893412	162.0	31.0	76.5151515152	28.5965893412	5050	115536
39.4475839138031	23	83.35	33.6386806123	200.0	42.0	83.35	33.6386806123	5001	120537
40.65610098838806	24	94.7169811321	41.5902643536	225.0	46.0	94.7169811321	41.5902643536	5020	125557
41.662785053253174	25	96.1730769231	36.0985409645	226.0	42.0	96.1730769231	36.0985409645	5001	130558
42.66901397705078	26	120.476190476	46.8494234834	243.0	58.0	120.476190476	46.8494234834	5060	135618
43.68119502067566	27	117.627906977	49.3596310226	291.0	57.0	117.627906977	49.3596310226	5058	140676
44.70008397102356	28	147.970588235	68.8440203282	316.0	52.0	147.970588235	68.8440203282	5031	145707
45.72985792160034	29	167.733333333	71.2773612181	362.0	51.0	167.733333333	71.2773612181	5032	150739
46.78341889381409	30	154.090909091	53.081620192	283.0	51.0	154.090909091	53.081620192	5085	155824
48.57177710533142	31	197.423076923	92.8597673405	376.0	67.0	197.423076923	92.8597673405	5133	160957
49.876441955566406	32	210.125	121.573815883	665.0	86.0	210.125	121.573815883	5043	166000
51.271225929260254	33	194.384615385	101.240413382	403.0	58.0	194.384615385	101.240413382	5054	171054
53.88889694213867	34	280.5	130.818470493	705.0	116.0	280.5	130.818470493	5049	176103
55.886553049087524	35	301.722222222	138.753500679	720.0	144.0	301.722222222	138.753500679	5431	181534
59.18561410903931	36	283.789473684	127.685707459	561.0	108.0	283.789473684	127.685707459	5392	186926
60.823946952819824	37	247.19047619	118.911178956	667.0	118.0	247.19047619	118.911178956	5191	192117
62.16980195045471	38	314.625	119.598220618	642.0	142.0	314.625	119.598220618	5034	197151
63.98790001869202	39	285.277777778	100.956979592	482.0	135.0	285.277777778	100.956979592	5135	202286
66.18699598312378	40	338.066666667	163.530004043	759.0	85.0	338.066666667	163.530004043	5071	207357
68.13158893585205	41	340.533333333	159.076864719	635.0	74.0	340.533333333	159.076864719	5108	212465
70.54664707183838	42	281.833333333	164.445279653	630.0	65.0	281.833333333	164.445279653	5073	217538
71.99666404724121	43	338.866666667	210.710185378	899.0	128.0	338.866666667	210.710185378	5083	222621
73.74632692337036	44	424.25	247.280584559	1000.0	149.0	424.25	247.280584559	5091	227712
75.66650295257568	45	465.909090909	255.553749744	1000.0	204.0	465.909090909	255.553749744	5125	232837
78.63451910018921	46	533.8	212.05225771	1000.0	317.0	533.8	212.05225771	5338	238175
81.52064204216003	47	256.25	71.8177380596	375.0	119.0	256.25	71.8177380596	5125	243300
83.20645403862	48	264.105263158	74.8921292589	443.0	176.0	264.105263158	74.8921292589	5018	248318
84.62396192550659	49	272.631578947	68.1300695082	441.0	141.0	272.631578947	68.1300695082	5180	253498
86.25110197067261	50	474.272727273	244.444487436	1000.0	158.0	474.272727273	244.444487436	5217	258715
87.73749089241028	51	626.75	219.087739274	1000.0	310.0	626.75	219.087739274	5014	263729
89.20564794540405	52	476.272727273	251.336460803	993.0	148.0	476.272727273	251.336460803	5239	268968
90.63609194755554	53	500.363636364	161.407599645	837.0	318.0	500.363636364	161.407599645	5504	274472
92.56391191482544	54	856.0	172.010797003	1000.0	572.0	856.0	172.010797003	5992	280464
