Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
4.740216016769409	0	5.8072755418	1.91802021774	27.0	3.0	5.8072755418	1.91802021774	15006	15006
9.447556018829346	1	6.74426966292	2.6623879995	27.0	3.0	6.74426966292	2.6623879995	15006	30012
13.710211038589478	2	7.99893503727	3.57991065729	40.0	3.0	7.99893503727	3.57991065729	15022	45034
17.896257162094116	3	9.62604233483	4.84095889819	44.0	4.0	9.62604233483	4.84095889819	15007	60041
21.64130210876465	4	11.4249809596	5.52973411191	41.0	4.0	11.4249809596	5.52973411191	15001	75042
25.56088614463806	5	12.4510779436	6.17856278932	50.0	4.0	12.4510779436	6.17856278932	15016	90058
29.40896701812744	6	13.6390909091	7.16657133001	56.0	4.0	13.6390909091	7.16657133001	15003	105061
33.20552897453308	7	13.0791993037	6.64071053688	53.0	4.0	13.0791993037	6.64071053688	15028	120089
36.95711708068848	8	14.4676952748	7.82512383046	64.0	5.0	14.4676952748	7.82512383046	15003	135092
40.715283155441284	9	16.182992465	8.74669805642	62.0	5.0	16.182992465	8.74669805642	15034	150126
44.3309850692749	10	17.5896834701	8.60071626659	63.0	5.0	17.5896834701	8.60071626659	15004	165130
47.9488730430603	11	19.2358974359	9.81473218098	67.0	5.0	19.2358974359	9.81473218098	15004	180134
51.40165400505066	12	22.8191489362	10.4970308961	80.0	6.0	22.8191489362	10.4970308961	15015	195149
54.79221796989441	13	24.7055921053	11.1593055477	81.0	7.0	24.7055921053	11.1593055477	15021	210170
58.15075898170471	14	26.0590277778	11.6116255991	84.0	6.0	26.0590277778	11.6116255991	15010	225180
61.51609706878662	15	25.6006825939	10.8226913473	80.0	7.0	25.6006825939	10.8226913473	15002	240182
64.85566902160645	16	26.9928186715	11.64850036	78.0	8.0	26.9928186715	11.64850036	15035	255217
67.92609214782715	17	27.7981481481	9.92480974238	64.0	7.0	27.7981481481	9.92480974238	15011	270228
71.19061207771301	18	29.8508946322	12.2589535663	93.0	10.0	29.8508946322	12.2589535663	15015	285243
74.53838300704956	19	32.4696969697	12.0548059211	88.0	13.0	32.4696969697	12.0548059211	15001	300244
77.57981204986572	20	32.5661605206	11.9626345324	87.0	12.0	32.5661605206	11.9626345324	15013	315257
80.9099190235138	21	34.2716894977	13.5330366065	121.0	13.0	34.2716894977	13.5330366065	15011	330268
84.01712012290955	22	33.9279279279	11.5639325208	79.0	16.0	33.9279279279	11.5639325208	15064	345332
87.55601406097412	23	35.7619047619	13.0325773569	101.0	12.0	35.7619047619	13.0325773569	15020	360352
91.22356510162354	24	36.2729468599	12.319043524	88.0	15.0	36.2729468599	12.319043524	15017	375369
94.72286915779114	25	37.8413098237	12.8130328132	101.0	16.0	37.8413098237	12.8130328132	15023	390392
98.29224801063538	26	40.3431635389	12.5174489546	90.0	17.0	40.3431635389	12.5174489546	15048	405440
101.8060781955719	27	42.2563380282	15.6293037556	125.0	15.0	42.2563380282	15.6293037556	15001	420441
104.88423418998718	28	43.1752873563	14.3973085239	107.0	20.0	43.1752873563	14.3973085239	15025	435466
107.9719660282135	29	44.4556213018	15.5081420035	118.0	16.0	44.4556213018	15.5081420035	15026	450492
