Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
5.202782869338989	0	8.57865409344	4.05347966248	38.0	3.0	8.57865409344	4.05347966248	20014	20014
10.11459994316101	1	10.3017507724	5.30506889174	41.0	4.0	10.3017507724	5.30506889174	20006	40020
14.88320279121399	2	12.2823818293	6.47411165852	47.0	4.0	12.2823818293	6.47411165852	20008	60028
19.414511919021606	3	13.789110958	7.53861951914	56.0	3.0	13.789110958	7.53861951914	20008	80036
24.053574800491333	4	15.3655913978	8.29885240408	61.0	4.0	15.3655913978	8.29885240408	20006	100042
29.467466831207275	5	16.3808353808	9.16380693452	63.0	5.0	16.3808353808	9.16380693452	20001	120043
33.95962882041931	6	18.7312734082	10.0838189193	72.0	5.0	18.7312734082	10.0838189193	20005	140048
38.39470291137695	7	21.846069869	12.1507675756	97.0	5.0	21.846069869	12.1507675756	20011	160059
42.6772038936615	8	24.6892725031	13.1254826308	109.0	5.0	24.6892725031	13.1254826308	20023	180082
47.64333486557007	9	26.1725490196	13.2849722722	110.0	5.0	26.1725490196	13.2849722722	20022	200104
51.88786196708679	10	28.8227665706	14.145762407	100.0	7.0	28.8227665706	14.145762407	20003	220107
56.05950093269348	11	30.8505392912	14.9950429565	121.0	8.0	30.8505392912	14.9950429565	20022	240129
60.075111865997314	12	33.9406779661	15.6660554849	126.0	8.0	33.9406779661	15.6660554849	20025	260154
64.09930396080017	13	37.3470149254	17.7021087803	130.0	10.0	37.3470149254	17.7021087803	20018	280172
68.22064280509949	14	41.8037578288	19.6902714995	182.0	9.0	41.8037578288	19.6902714995	20024	300196
72.13725996017456	15	42.6460554371	19.7433017549	135.0	11.0	42.6460554371	19.7433017549	20001	320197
76.27917885780334	16	47.390070922	20.6528573343	164.0	13.0	47.390070922	20.6528573343	20046	340243
80.35367202758789	17	52.9894179894	22.8774025929	228.0	13.0	52.9894179894	22.8774025929	20030	360273
84.26975893974304	18	62.3894080997	26.5056464911	170.0	12.0	62.3894080997	26.5056464911	20027	380300
88.18961596488953	19	62.61875	23.1107041961	154.0	18.0	62.61875	23.1107041961	20038	400338
92.19741582870483	20	68.6438356164	26.7378802979	184.0	17.0	68.6438356164	26.7378802979	20044	420382
96.03796887397766	21	74.1444444444	29.3273583982	199.0	21.0	74.1444444444	29.3273583982	20019	440401
100.15293788909912	22	82.8305785124	34.2160161207	238.0	28.0	82.8305785124	34.2160161207	20045	460446
104.22028493881226	23	94.0281690141	38.0418493911	240.0	38.0	94.0281690141	38.0418493911	20028	480474
108.16823983192444	24	101.583756345	45.2106108126	344.0	22.0	101.583756345	45.2106108126	20012	500486
112.6469669342041	25	115.74566474	54.5795706582	501.0	35.0	115.74566474	54.5795706582	20024	520510
117.64036798477173	26	130.882352941	59.1844288364	320.0	43.0	130.882352941	59.1844288364	20025	540535
122.3406708240509	27	153.312977099	81.9622035373	515.0	32.0	153.312977099	81.9622035373	20084	560619
127.08895802497864	28	158.746031746	69.0033282505	413.0	49.0	158.746031746	69.0033282505	20002	580621
131.55018496513367	29	169.762711864	76.2311024614	449.0	56.0	169.762711864	76.2311024614	20032	600653
136.0971188545227	30	173.172413793	71.3384690755	426.0	55.0	173.172413793	71.3384690755	20088	620741
140.44729280471802	31	186.962616822	80.2420316868	491.0	68.0	186.962616822	80.2420316868	20005	640746
145.4261839389801	32	211.536842105	80.4883529366	499.0	67.0	211.536842105	80.4883529366	20096	660842
150.25568294525146	33	221.0	92.0416771342	564.0	89.0	221.0	92.0416771342	20111	680953
155.1926019191742	34	227.5	100.883371006	664.0	75.0	227.5	100.883371006	20020	700973
159.73042583465576	35	255.417721519	101.619992999	533.0	88.0	255.417721519	101.619992999	20178	721151
164.1951539516449	36	240.797619048	88.9131170035	530.0	56.0	240.797619048	88.9131170035	20227	741378
169.14522790908813	37	368.054545455	200.397642717	1000.0	119.0	368.054545455	200.397642717	20243	761621
174.18870496749878	38	382.943396226	202.216343618	956.0	111.0	382.943396226	202.216343618	20296	781917
179.1172378063202	39	366.2	198.143327371	896.0	95.0	366.2	198.143327371	20141	802058
183.83393597602844	40	352.807017544	196.349977425	1000.0	135.0	352.807017544	196.349977425	20110	822168
188.82883381843567	41	408.14	207.578034483	1000.0	69.0	408.14	207.578034483	20407	842575
194.21393489837646	42	435.063829787	232.012784337	1000.0	130.0	435.063829787	232.012784337	20448	863023
199.6052668094635	43	541.081081081	253.587489927	1000.0	189.0	541.081081081	253.587489927	20020	883043
205.6350438594818	44	611.441176471	305.099520039	1000.0	111.0	611.441176471	305.099520039	20789	903832
210.91112184524536	45	462.431818182	206.642906498	932.0	148.0	462.431818182	206.642906498	20347	924179
216.71007800102234	46	636.5625	248.287250163	1000.0	112.0	636.5625	248.287250163	20370	944549
222.30170893669128	47	458.822222222	191.059070434	1000.0	200.0	458.822222222	191.059070434	20647	965196
227.44211888313293	48	385.076923077	148.943567805	700.0	124.0	385.076923077	148.943567805	20024	985220
232.969144821167	49	555.27027027	249.078479833	1000.0	168.0	555.27027027	249.078479833	20545	1005765
239.0698778629303	50	885.565217391	250.874613769	1000.0	104.0	885.565217391	250.874613769	20368	1026133
245.66075992584229	51	868.75	245.027251886	1000.0	184.0	868.75	245.027251886	20850	1046983
252.02081084251404	52	871.708333333	214.206963621	1000.0	225.0	871.708333333	214.206963621	20921	1067904
258.0974998474121	53	814.4	264.863134468	1000.0	277.0	814.4	264.863134468	20360	1088264
264.09008288383484	54	734.464285714	286.595593893	1000.0	225.0	734.464285714	286.595593893	20565	1108829
270.7615737915039	55	676.548387097	293.918557812	1000.0	210.0	676.548387097	293.918557812	20973	1129802
277.1613209247589	56	749.592592593	301.399606682	1000.0	201.0	749.592592593	301.399606682	20239	1150041
284.287752866745	57	837.92	247.718860001	1000.0	279.0	837.92	247.718860001	20948	1170989
291.0104749202728	58	884.304347826	254.780115732	1000.0	237.0	884.304347826	254.780115732	20339	1191328
297.373459815979	59	932.954545455	212.144992715	1000.0	238.0	932.954545455	212.144992715	20525	1211853
